product_id,variation_id,name,price,price_compare,cost,weight,depth,width,height,sell_out_of_stock,additional_time_out_of_stock,gender,age_group,model,warranty,min_quantity,max_quantity,mpn,reference,additional_shipping_time,sku,active,meta_title,meta_description,meta_keywords,tags
3141633,,"Brinco Ear Cuff de Franja Banhado a Ouro 18K",143.90,,71.95,0.300,19.00,16.00,4.00,,,female,adult,Brincos,"12 meses",1,,,,,,1,"Ear Cuff Franja | Drica Look Semijoias ","Compre online Brinco Ear Cuff Franjas em Banho em Ouro com a qualidade Drica Look Semijoias. Ofertas Maravilhosa Confira!",,"Brinco, brincos, brinco ear cuff, ear cuff franja, brinco de franjas, ear cuff, semijoias, banhado a ouro, acessorios femininos, sp"
3141633,10163313,,,,,,,,,,,,,,,,,,,,AN008F11,1,,,
3141643,,"Anel em Elos com Micro Zircônias - Banho de Ouro 18K",112.90,,,0.300,19.00,16.00,4.00,,,female,adult,,"12 meses",1,,,,,,1,"Anel Elos | Drica Look Semijoias ","Compre online Anel Elos com Micro Zircônias no Banho de Ouro 18K com a qualidade Drica Look Semijoias. Ofertas Maravilhosa Confira!",,"Anel, aneis, anel elos, aneis em elos, elos, micro zirconias, banhado a ouro, semi joias, semijoias, acessorios femininos, sp são paulo"
3141643,11922505,,,,,,,,,,,,,,,,,,"Anel Elos ",,AN6811,1,,,
3213464,,"Brinco Argola Trançada em zircônia- Banhado a ouro 18k.",224.94,,129.00,0.300,19.00,16.00,4.00,,,,adult,"Argola Folheado a ouro 18k","1 ano",1,,,,,,1,"Argola trançada | Drica Look Semijoias ","Compre online Brinco de Argola Trançada com Banho em Ouro com a qualidade Drica Look Semijoias. Ofertas Maravilhosa Confira!",,"rinco,argola,argolas,folheado a ouro,semijoias,acessórios femininos,Argola trançada"
3213464,10385502,,,,,,,,,,,,,,,,,,,,,1,,,
3213518,,"Argola Média Torcida Banhado a ouro 18k",129.90,,58.90,0.300,19.00,16.00,4.00,,,female,adult,,"12 meses",1,,,,,,1,"Argola Torcida | Drica Look Semijoias ","Compre online Brinco de Argola Torcida com Banho em Ouro com a qualidade Drica Look Semijoias. Ofertas Maravilhosa Confira!",,"brinco, brincos, argola, argolas, rgola torcida, folheado a ouro, semijoias, acessórios femininos"
3213518,10385642,,129.90,,,,,,,,,,,,,,,,,,,1,,,
3213745,,"Brinco Ear Cuff Pedras Colors Cristais com Banho em Ouro 18k",99.90,,34.18,0.300,19.00,16.00,4.00,,,female,adult,,"12 meses ",1,,,,,,1,"Brinco Ear Cuff | Drica Look Semijoias ","Compre online Brinco Ear Cuff com Pedras Cristais em Banho em Ouro com a qualidade Drica Look Semijoias. Ofertas Maravilhosa Confira!",,"Brinco,Brincos,Fokheado a ouro,Pedras Cristais,acessórios femininos,Semijoias,brinco ear cuff,ear cuff"
3213745,10386255,,99.90,,,,,,,,,,,,,,,,,,,1,,,
3213757,,"Colar com Design Elos com Fecho Extensor em Banho de Ouro 18k",329.20,,180.00,0.300,19.00,16.00,4.00,,,female,adult,,"12 meses",1,,,,,,1,"Colar Elos | Drica Look Semijoias ","Compre online Colar Design Elos com Banho em Ouro com a qualidade Drica Look Semijoias. Ofertas Maravilhosa Confira!",,"Colar,Elos, Colares, Folheado a ouro, semijoias, acessórios femininos."
3213757,10386278,,329.20,,,,,,,,,,,,,,,,,,"CL11021 1",1,,,
3213830,,"Brinco Ear Hook - Banho em Ouro 18K",99.90,,74.00,0.300,19.00,16.00,4.00,,,female,adult,,"12 meses",1,,,,,,1,"Brinco Ear Hook | Drica Look Semijoias","Compre online Brinco Ear Hook com Banho em Ouro 18k e com qualidade. Ofertas maravilhosas na Drica Look Semijoias Confira!!",,"brinco, brincos, ear hook, folheado a ouro, semijoias, acessórios femininos"
3213830,10386410,,99.90,,,,,,,,,,,,,,,,,,,1,,,
3215380,,"Chocker Corrente Trama - Banho em Ouro 18K",167.90,,79.90,0.300,19.00,16.00,4.00,,,female,adult,,"12 meses",1,,,,,,1,"Chocker Corrente trama | Drica Look Semijoias ","Compre online Chocker corrente Trama  com Banho em Ouro com a qualidade Drica Look Semijoias. Ofertas Maravilhosa Confira!",,"chocker, chocker corrente, chocokers, folheado a ouro, acessórios femininos, semijoias, joias,"
3215380,10391777,,,,,,,,,,,,,,,,,,,,,1,,,
3238268,,"Colar Chocker Torcido em Banho de Ouro 18K",293.50,,149.90,0.300,19.00,16.00,6.00,,,female,adult,,"12 meses",1,,,,,,1,"Chocker | Drica Look Semijoias ","Compre online Colar Chocker Torcida com Banho em Ouro com a qualidade Drica Look Semijoias. Ofertas Maravilhosa Confira!",,"colar, chocker, chockers, chocker torcido, banho em ouro, semijoias, acessorios feminino"
3238268,10457848,,,,,,,,,,,,,,,,,,,1,CL2410,1,,,
3239240,,"Argola Click com Zircônias em Banho de Ouro 18K",189.30,,98.74,0.300,19.00,16.00,4.00,,,female,adult,,"12 meses",1,,,,,,1,"Brinco Argola | Drica Look Semijoias ","Compre online Brinco de Argola Click com Banho em Ouro com a qualidade Drica Look Semijoias. Ofertas Maravilhosa Confira!",,"brinco,brincos,argola,argolas,argolas click,folheado a ouro,zirconias,acessorios femininos,semijoias"
3239240,10460983,,,,,,,,,,,,,,,,,,,1,BR3359,1,,,
3239276,,"Brinco de Argola em Click Pequeno em banho de Ouro 18K",95.30,,38.10,0.300,19.00,16.00,4.00,,,female,adult,,"12 meses",1,,,,,,1,"Brinco Argola | Drica Look Semijoias ","Compre online Brinco de Argola Click com Banho em Ouro com a qualidade Drica Look Semijoias. Ofertas Maravilhosa Confira!",,"Brincos,brinco,argolas,argola em click,folheado a ouro,semijoias,acessorios feminino,brinco de argola,argolas"
3239276,10461083,,,,,,,,,,,,,,,,,,,1," BR5225",1,,,
3239542,,"Brinco de Argola em Zircônias- Banho em Ouro 18K ",235.60,,119.90,0.300,19.00,16.00,4.00,,,female,adult,,"12 meses",1,,,,,,1,"Argola Zircônia | Drica Look Semijoias ","Compre online Brinco de Argola em Zircônia com Banho em Ouro com a qualidade Drica Look Semijoias. Ofertas Maravilhosa Confira!",,"Brinco,argola,argolas,argola click,folheado a ouro,semijoias,acessórios femininos,Zirconias"
3239542,10461931,,,,,,,,,,,,,,,,,,,1,BR4810,1,,,
3239717,,"Pulseira Elos - Banho de Ouro 18K.",119.30,,64.90,0.300,19.00,16.00,4.00,,,female,adult,,"12 meses",1,,,,,,1,"Pulseira Elos | Drica Look Semijoias ","Compre online Pulseira Elos com Banho em Ouro com a qualidade Drica Look Semijoias. Ofertas Maravilhosa Confira!",,"pulseira, pulseiras, pulseira elos, elos, folheado a ouro, semijoias, acessorios femininos"
3239717,10462553,,,,,,,,,,,,,,,,,,,1,PL2810,1,,,
